Organism/Name,Strain,Genome,TaxID,no rank,superkingdom,phylum,class,order,family,genus,genome_type,evid
Methanolacinia petrolearia DSM 11571,DSM 11571,GCF_000147875.1,679926,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,Classical nitrogen-fixing genomes,No
Caldicellulosiruptor hydrothermalis 108,108,GCF_000166355.1,632292,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Classical nitrogen-fixing genomes,No
Cellulosilyticum lentocellum DSM 5427,DSM 5427,GCF_000178835.2,642492,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Cellulosilyticaceae,Cellulosilyticum,Classical nitrogen-fixing genomes,No
Solidesulfovibrio fructosivorans JJ],JJ,GCF_000179555.1,596151,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Solidesulfovibrio,Classical nitrogen-fixing genomes,No
Sulfuricurvum kujiense DSM 16994,DSM 16994,GCF_000183725.1,709032,cellular organisms,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Thiovulaceae,Sulfuricurvum,Classical nitrogen-fixing genomes,No
Acetivibrio cellulolyticus CD2,CD2,GCF_000179595.2,509191,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Classical nitrogen-fixing genomes,No
Desulforamulus ruminis DSM 2154,DSM 2154,GCF_000215085.1,696281,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus,Classical nitrogen-fixing genomes,No
Oscillochloris trichoides DG-6,DG-6,GCF_000152145.1,765420,cellular organisms,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Oscillochloridaceae,Oscillochloris,Classical nitrogen-fixing genomes,No
Calditerrivibrio nitroreducens DSM 19672,DSM 19672,GCF_000183405.1,768670,cellular organisms,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Calditerrivibrio,Classical nitrogen-fixing genomes,No
Desulfonema limicola,5ac10,GCF_017377355.1,45656,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfococcaceae,Desulfonema,Classical nitrogen-fixing genomes,No
Methanotorris igneus Kol 5,Kol 5,GCF_000214415.1,880724,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Classical nitrogen-fixing genomes,No
Desulfocurvibacter africanus subsp. africanus str. Walvis Bay,Walvis Bay,GCF_000212675.2,690850,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvibacter,Classical nitrogen-fixing genomes,No
Desulfobacca acetoxidans DSM 11109,DSM 11109,GCF_000195295.1,880072,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobaccia,Desulfobaccales,Desulfobaccaceae,Desulfobacca,Classical nitrogen-fixing genomes,No
Caldicellulosiruptor kronotskyensis 2002,2002,GCF_000166775.1,632348,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Classical nitrogen-fixing genomes,No
Desulfoscipio gibsoniae DSM 7213,DSM 7213,GCF_000233715.2,767817,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfoscipio,Classical nitrogen-fixing genomes,No
Denitrovibrio acetiphilus DSM 12809,DSM 12809,GCF_000025725.1,522772,cellular organisms,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Geovibrionaceae,Denitrovibrio,Classical nitrogen-fixing genomes,No
Desulfomicrobium baculatum DSM 4028,DSM 4028,GCF_000023225.1,525897,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Classical nitrogen-fixing genomes,No
Thiocapsa marina 5811,5811,GCF_000223985.1,768671,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiocapsa,Classical nitrogen-fixing genomes,No
Holophaga foetida DSM 6591,DSM 6591,GCF_000242615.2,903818,cellular organisms,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Holophaga,Classical nitrogen-fixing genomes,No
Chrysiogenes arsenatis DSM 11915,DSM 11915,GCF_000469585.1,118005,cellular organisms,Bacteria,Chrysiogenota,Chrysiogenetes,Chrysiogenales,Chrysiogenaceae,Chrysiogenes,Classical nitrogen-fixing genomes,No
Thermochromatium tepidum ATCC 43061,ATCC 43061,GCF_009664085.1,316276,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thermochromatium,Classical nitrogen-fixing genomes,No
Methanotorris formicicus Mc-S-70,Mc-S-70,GCF_000243455.1,647171,cellular organisms,Archaea,Euryarchaeota,Methanococci,Methanococcales,Methanocaldococcaceae,Methanotorris,Classical nitrogen-fixing genomes,No
Methanofollis liminatans DSM 4140,DSM 4140,GCF_000275865.1,28892,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanofollis,Classical nitrogen-fixing genomes,No
Nodosilinea nodulosa PCC 7104,PCC 7104,GCF_000309385.1,118166,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Pseudanabaenales,Prochlorotrichaceae,Nodosilinea,Classical nitrogen-fixing genomes,No
Malaciobacter molluscorum LMG 25693,CECT 7696,GCF_003544935.1,870501,cellular organisms,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Arcobacteraceae,Malaciobacter,Classical nitrogen-fixing genomes,No
Dolichospermum circinale AWQC131C,AWQC131C,GCF_000426905.1,398007,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Aphanizomenonaceae,Dolichospermum,Classical nitrogen-fixing genomes,No
Acetivibrio clariflavus DSM 19732,DSM 19732,GCF_000237085.1,720554,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Acetivibrio,Classical nitrogen-fixing genomes,No
Methanocella conradii HZ254,HZ254,GCF_000251105.1,1041930,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanocellales,Methanocellaceae,Methanocella,Classical nitrogen-fixing genomes,No
Thermacetogenium phaeum DSM 12270,DSM 12270,GCF_000305935.1,1089553,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermacetogenium,Classical nitrogen-fixing genomes,No
Methanolobus tindarius DSM 2278,DSM 2278,GCF_000504205.1,1090322,cellular organisms,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Classical nitrogen-fixing genomes,No
Thermicanus aegyptius DSM 12793,DSM 12793,GCF_000510645.1,1089548,Bacillales incertae sedis,Bacteria,Bacillota,Bacilli,Bacillales,Bacillales Family X. Incertae Sedis,Thermicanus,Classical nitrogen-fixing genomes,No
Desulfonatronum lacustre DSM 10312,DSM 10312,GCF_000519265.1,935942,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfonatronaceae,Desulfonatronum,Classical nitrogen-fixing genomes,No
Alkaliflexus imshenetskii DSM 15055,Z-7010,GCF_000517065.1,927658,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Alkaliflexus,Classical nitrogen-fixing genomes,No
Sulfurospirillum barnesii SES-3,SES-3,GCF_000265295.1,760154,cellular organisms,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Classical nitrogen-fixing genomes,No
Caldanaerobius polysaccharolyticus DSM 13641,DSM 13641,GCF_000427425.1,935948,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Caldanaerobius,Classical nitrogen-fixing genomes,No
Prevotella oryzae DSM 17970,DSM 17970,GCF_000585355.1,915438,cellular organisms,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Classical nitrogen-fixing genomes,No
Methylocaldum szegediense O-12,O-12,GCF_000427385.1,675524,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylocaldum,Classical nitrogen-fixing genomes,No
Rhodovibrio salinarum DSM 9154,DSM 9154,GCF_000515255.1,1089552,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodovibrionaceae,Rhodovibrio,Classical nitrogen-fixing genomes,No
Methylotuvimicrobium buryatense,5GB1C,GCF_005931095.1,95641,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium,Classical nitrogen-fixing genomes,No
Chlorogloeopsis fritschii PCC 6912,PCC 6912,GCF_000317285.1,211165,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Chlorogloeopsidaceae,Chlorogloeopsis,Classical nitrogen-fixing genomes,No
Mastigocladopsis repens PCC 10914,PCC 10914,GCF_000315565.1,221288,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Nostocales,Symphyonemataceae,Mastigocladopsis,Classical nitrogen-fixing genomes,No
Deferrisoma camini S3R1,S3R1,GCF_000526155.1,1125863,cellular organisms,Bacteria,Thermodesulfobacteriota,Deferrisomatia,Deferrisomatales,Deferrisomataceae,Deferrisoma,Classical nitrogen-fixing genomes,No
Lamprocystis purpurea DSM 4197,DSM 4197,GCF_000379525.1,765909,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Lamprocystis,Classical nitrogen-fixing genomes,No
Fuscovulum blasticum,44709,GCF_003071405.1,1075,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Fuscovulum,Classical nitrogen-fixing genomes,No
Rhodothalassium salexigens DSM 2132,DSM 2132,GCF_004341375.1,1188247,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodothalassiales,Rhodothalassiaceae,Rhodothalassium,Classical nitrogen-fixing genomes,No
Cereibacter changlensis,DSM 18774,GCF_003254335.1,402884,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Classical nitrogen-fixing genomes,No
Phaeovulum veldkampii DSM 11550,DSM 11550,GCF_004363195.1,1185920,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Phaeovulum,Classical nitrogen-fixing genomes,No
Acetobacterium dehalogenans DSM 11527,DSM 11527,GCF_000472665.1,1068975,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Classical nitrogen-fixing genomes,No
Methyloferula stellata AR4,AR4T,GCF_000385335.1,876269,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methyloferula,Classical nitrogen-fixing genomes,No
Desulfurispora thermophila DSM 16022,DSM 16022,GCF_000376385.1,1121472,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfotomaculaceae,Desulfurispora,Classical nitrogen-fixing genomes,No
Niallia nealsonii,FO-92,GCF_002835805.1,115979,cellular organisms,Bacteria,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Classical nitrogen-fixing genomes,No
Anaeromusa acidaminophila DSM 3853,DSM 3853,GCF_000374545.1,1120992,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaeromusa,Classical nitrogen-fixing genomes,No
Caenispirillum salinarum AK4,AK4,GCF_000315795.1,1238182,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Caenispirillum,Classical nitrogen-fixing genomes,No
Desulforamulus hydrothermalis Lam5 = DSM 18033,Lam5,GCF_000315365.1,1121428,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Peptococcaceae,Desulforamulus,Classical nitrogen-fixing genomes,No
Geopsychrobacter electrodiphilus DSM 16401,DSM 16401,GCF_000384395.1,1121918,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Geopsychrobacter,Classical nitrogen-fixing genomes,No
Megasphaera cerevisiae DSM 20462,DSM 20462,GCF_900167325.1,1122219,cellular organisms,Bacteria,Bacillota,Negativicutes,Veillonellales,Veillonellaceae,Megasphaera,Classical nitrogen-fixing genomes,No
Desulfospira joergensenii DSM 10085,DSM 10085,GCF_000420085.1,1265505,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfospira,Classical nitrogen-fixing genomes,No
Curvibacter lanceolatus ATCC 14669,ATCC 14669,GCF_000381265.1,1265504,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Classical nitrogen-fixing genomes,No
Aromatoleum toluclasticum ATCC 700605,MF63,GCF_000378245.1,1261621,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Aromatoleum,Classical nitrogen-fixing genomes,No
Desulfomicrobium escambiense DSM 10707,DSM 10707,GCF_000428825.1,1121411,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfomicrobiaceae,Desulfomicrobium,Classical nitrogen-fixing genomes,No
Megalodesulfovibrio gigas DSM 1382 = ATCC 19364,ATCC 19364,GCF_000468495.1,1121448,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Megalodesulfovibrio,Classical nitrogen-fixing genomes,No
Paucidesulfovibrio longus DSM 6739,DSM 6739,GCF_000420485.1,1121456,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Paucidesulfovibrio,Classical nitrogen-fixing genomes,No
Fundidesulfovibrio putealis DSM 16056,DSM 16056,GCF_000429325.1,1121462,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Fundidesulfovibrio,Classical nitrogen-fixing genomes,No
Aliagarivorans marinus DSM 23064,DSM 23064,GCF_000429485.1,1120969,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Classical nitrogen-fixing genomes,No
Aliagarivorans taiwanensis DSM 22990,DSM 22990,GCF_000429505.1,1120970,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aliagarivorans,Classical nitrogen-fixing genomes,No
Desulfogranum mediterraneum DSM 13871,DSM 13871,GCF_000429965.1,1121404,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfogranum,Classical nitrogen-fixing genomes,No
Desulfocurvus vexinensis DSM 17965,DSM 17965,GCF_000519125.1,1121406,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Desulfocurvus,Classical nitrogen-fixing genomes,No
Maridesulfovibrio bastinii DSM 16055,DSM 16055,GCF_000429985.1,1121441,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Classical nitrogen-fixing genomes,No
Paludibacterium yongneupense,BCRC 80531,GCF_018802645.1,400061,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Chromobacteriaceae,Paludibacterium,Classical nitrogen-fixing genomes,No
Arcticibacter svalbardensis MN12-7,MN12-7,GCF_000403135.1,1150600,cellular organisms,Bacteria,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Arcticibacter,Classical nitrogen-fixing genomes,No
Anaeroarcus burkinensis DSM 6283,DSM 6283,GCF_000430605.1,1120985,cellular organisms,Bacteria,Bacillota,Negativicutes,Selenomonadales,Sporomusaceae,Anaeroarcus,Classical nitrogen-fixing genomes,No
Thermodesulfatator atlanticus DSM 21156,DSM 21156,GCF_000421585.1,1123371,cellular organisms,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfatatoraceae,Thermodesulfatator,Classical nitrogen-fixing genomes,No
Thermodesulfovibrio islandicus DSM 12570,DSM 12570,GCF_000482825.1,1123375,cellular organisms,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,Classical nitrogen-fixing genomes,No
Aneurinibacillus terranovensis DSM 18919,DSM 18919,GCF_000430625.1,1121002,Aneurinibacillus group,Bacteria,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,Classical nitrogen-fixing genomes,No
Azohydromonas australica DSM 1124,DSM 1124,GCF_000430725.1,1121030,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Azohydromonas,Classical nitrogen-fixing genomes,No
Caldicellulosiruptor kristjanssonii I77R1B,I77R1B,GCF_000166695.1,632335,cellular organisms,Bacteria,Bacillota,Clostridia,Thermoanaerobacterales,Thermoanaerobacterales Family III. Incertae Sedis,Caldicellulosiruptor,Classical nitrogen-fixing genomes,No
Desulfotruncus alcoholivorax DSM 16058,DSM 16058,GCF_000430885.1,1121422,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Desulfallaceae,Desulfotruncus,Classical nitrogen-fixing genomes,No
Maridesulfovibrio zosterae DSM 11974,DSM 11974,GCF_000425265.1,1121467,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Maridesulfovibrio,Classical nitrogen-fixing genomes,No
Pseudomonas azotifigens DSM 17556,DSM 17556,GCF_000425625.1,1292027,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Classical nitrogen-fixing genomes,No
Desulforegula conservatrix Mb1Pa,Mb1Pa,GCF_000426225.1,1304885,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulforegulaceae,Desulforegula,Classical nitrogen-fixing genomes,No
Geovibrio thiophilus,DSM 11263,GCF_004087915.1,139438,cellular organisms,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Geovibrionaceae,Geovibrio,Classical nitrogen-fixing genomes,No
Sulfurospirillum arcachonense DSM 9755,DSM 9755,GCF_000597725.1,1123326,cellular organisms,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurospirillaceae,Sulfurospirillum,Classical nitrogen-fixing genomes,No
[Clostridium] indolis DSM 755,DSM 755,GCF_000526995.1,1304881,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Lachnospiraceae,Lacrimispora,Classical nitrogen-fixing genomes,No
Citrifermentans bremense,R4,GCF_014218275.1,60035,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Citrifermentans,Classical nitrogen-fixing genomes,No
Azohydromonas lata NBRC 102462,NBRC 102462,GCF_001571085.1,1314749,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Azohydromonas,Classical nitrogen-fixing genomes,No
Kamptonema formosum PCC 6407,PCC 6407,GCF_000332155.1,402777,cellular organisms,Bacteria,Cyanobacteriota,Cyanophyceae,Oscillatoriales,Microcoleaceae,Kamptonema,Classical nitrogen-fixing genomes,No
Agarivorans albus,JCM 21469,GCF_019670105.1,182262,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Agarivorans,Classical nitrogen-fixing genomes,No
Ciceribacter selenitireducens ATCC BAA-1503,ATCC BAA-1503,GCF_000518785.1,1336235,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Ciceribacter,Classical nitrogen-fixing genomes,No
Curvibacter gracilis ATCC BAA-807,ATCC BAA-807,GCF_000518645.1,1336244,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Curvibacter,Classical nitrogen-fixing genomes,No
Youngiibacter fragilis 232.1,232.1,GCF_000495435.3,994573,cellular organisms,Bacteria,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Youngiibacter,Classical nitrogen-fixing genomes,No
Geotalea daltonii FRC-32,FRC-32,GCF_000022265.1,316067,cellular organisms,Bacteria,Thermodesulfobacteriota,Desulfuromonadia,Geobacterales,Geobacteraceae,Geotalea,Classical nitrogen-fixing genomes,No
Candidatus Contendobacter odensis Run_B_J11,Run_B_J11,GCF_000531125.1,1400861,Gammaproteobacteria incertae sedis,Bacteria,Pseudomonadota,Gammaproteobacteria,,Candidatus Competibacteraceae,Candidatus Contendobacter,Classical nitrogen-fixing genomes,No
Skermanella stibiiresistens SB22,SB22,GCF_000576635.1,1385369,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Classical nitrogen-fixing genomes,No
