test,GCF,main,evid,V1,Organism/Name,Strain,TaxID,no rank,superkingdom,phylum,class,order,family,genus,count,rename_phylum,phylum_size,rename_class,class_size,nifHDK
GCF_002813775.1_ASM281377v1_protein,GCF_002813775.1,Classical nitrogen-fixing genomes,Yes,1599,Candidatus Thiodictyon syntrophicum,Cad16T,1166950,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thiodictyon,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_000517405.1_ASM51740v1_protein,GCF_000517405.1,,,1604,Candidatus Sodalis pierantonius str. SOPE,SOPE,2342,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Bruguierivoracaceae,Sodalis,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_016584105.1_ASM1658410v1_protein,GCF_016584105.1,Classical nitrogen-fixing genomes,Yes,1605,Ectothiorhodospira shaposhnikovii,DSM 243,1054,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_000262305.1_ASM26230v1_protein,GCF_000262305.1,,,1607,Shimwellia blattae DSM 4481 = NBRC 105725,DSM 4481,630626,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_004217225.1_ASM421722v1_protein,GCF_004217225.1,Classical nitrogen-fixing genomes,Yes,1612,Azospira oryzae,DSM 21223,146939,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,Azospira,1,Pseudomonadota,6025,Betaproteobacteria,955,HDK
GCF_002356735.1_ASM235673v1_protein,GCF_002356735.1,,,1617,Rickettsia japonica,M99123,35790,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000384415.1_ASM38441v1_protein,GCF_000384415.1,,,1618,Cycloclasticus pugetii PS-1,PS-1,655438,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_006716905.1_ASM671690v1_protein,GCF_006716905.1,,,1630,Acidovorax temperans,DSM 7270,80878,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Acidovorax,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_013386115.1_ASM1338611v1_protein,GCF_013386115.1,,,1632,Pseudomonas gingeri,A6001,117681,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_001543125.1_ASM154312v1_protein,GCF_001543125.1,,,1635,Pseudomonas agarici,NCPPB 2472,46677,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000441555.1_ASM44155v1_protein,GCF_000441555.1,,,1636,Candidatus Profftella armatura,DC,669502,Betaproteobacteria incertae sedis,Bacteria,Pseudomonadota,Betaproteobacteria,,,Candidatus Profftella,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_000757795.1_ASM75779v1_protein,GCF_000757795.1,,,1640,Methylobacterium oryzae CBMB20,CBMB20,693986,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000739435.1_ASM73943v1_protein,GCF_000739435.1,,,1642,Actinobacillus suis ATCC 33415,ATCC 33415,743972,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Actinobacillus,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000738435.1_ASM73843v1_protein,GCF_000738435.1,,,1648,Planktomarina temperata RCA23,RCA23,666509,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Planktomarina,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_012275065.1_ASM1227506v1_protein,GCF_012275065.1,,,1652,Vibrio navarrensis,0053-83,29495,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_004768525.1_ASM476852v1_protein,GCF_004768525.1,,,1655,Arsenophonus nasoniae,FIN,638,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Morganellaceae,Arsenophonus,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_002204235.2_ASM220423v2_protein,GCF_002204235.2,,,1656,Wolbachia endosymbiont of Wuchereria bancrofti,wWb,96496,unclassified Wolbachia,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Wolbachia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_900184295.1_Chr_1_protein,GCF_900184295.1,,,1657,Pseudomonas viridiflava,CFBP 1590,33069,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000828515.1_ASM82851v1_protein,GCF_000828515.1,,,1658,Candidatus Ishikawaella capsulata Mpkobe,Mpkobe,476281,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Candidatus Ishikawaella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000988745.2_ASM98874v3_protein,GCF_000988745.2,,,1662,Moraxella bovoculi,58086,386891,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Moraxella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000230995.2_ASM23099v3_protein,GCF_000230995.2,Classical nitrogen-fixing genomes,Yes,1667,Mesorhizobium australicum WSM2073,WSM2073,754035,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_014189455.1_ASM1418945v1_protein,GCF_014189455.1,Classical nitrogen-fixing genomes,Yes,1669,Mesorhizobium huakuii,583,28104,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_001411805.1_ASM141180v1_protein,GCF_001411805.1,,,1670,Burkholderia plantarii,ATCC 43733,41899,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_900460955.1_51726_F01_protein,GCF_900460955.1,,,1672,Cardiobacterium valvarum,NCTC13294,194702,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_003030465.1_ASM303046v1_protein,GCF_003030465.1,,,1674,Thauera aromatica K172,K172,44139,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Rhodocyclales,Zoogloeaceae,Thauera,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_000264945.2_ASM26494v2_protein,GCF_000264945.2,,,1675,Sphingobium indicum B90A,B90A,861109,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_008364955.1_ASM836495v1_protein,GCF_008364955.1,Classical nitrogen-fixing genomes,Yes,1676,Azospirillum lipoferum,59b,193,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Azospirillum,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_000300975.2_HFRIS_v2_protein,GCF_000300975.2,Classical nitrogen-fixing genomes,Yes,1678,Herbaspirillum frisingense GSF30,GSF30,864073,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,1,Pseudomonadota,6025,Betaproteobacteria,955,HDK
GCF_002285515.1_ASM228551v1_protein,GCF_002285515.1,,,1679,Xanthomonas hortorum,B07-007,56454,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000260135.1_ASM26013v1_protein,GCF_000260135.1,Classical nitrogen-fixing genomes,Yes,1689,Thiothrix nivea DSM 5205,DSM 5205,870187,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiothrix,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_001866515.1_GFC_26_protein,GCF_001866515.1,,,1697,Massilia timonae,NEU,47229,Massilia group,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_003298795.1_ASM329879v1_protein,GCF_003298795.1,,,1710,Halomonas sulfidaeris,SST4,115553,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_018243215.1_ASM1824321v1_protein,GCF_018243215.1,,,1711,Ralstonia syzygii,LLRS-1,28097,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Ralstonia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_000751215.2_Bglat_v2_protein,GCF_000751215.2,,,1712,Caballeronia glathei,LMG 14190,60547,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Caballeronia,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_000262525.1_ASM26252v1_protein,GCF_000262525.1,,,1713,Leptothrix ochracea L12,L12,735332,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Leptothrix,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_008693045.1_ASM869304v1_protein,GCF_008693045.1,,,1714,Ewingella americana,CCUG 14506T,41202,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Yersiniaceae,Ewingella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_001518835.1_ASM151883v1_protein,GCF_001518835.1,,,1715,Leclercia adecarboxylata,USDA-ARS-USMARC-60222,83655,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Leclercia,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_003634235.1_ASM363423v1_protein,GCF_003634235.1,,,1716,Yokenella regensburgei,DSM 5079,158877,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Yokenella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000300005.1_ASM30000v1_protein,GCF_000300005.1,,,1723,Alcanivorax dieselolei B5,B5,930169,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alloalcanivorax,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000327045.1_ASM32704v1_protein,GCF_000327045.1,Classical nitrogen-fixing genomes,Yes,1727,Thioflavicoccus mobilis 8321,8321,765912,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Thioflavicoccus,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_000706645.1_Bart_roch_BMGH_V1_protein,GCF_000706645.1,,,1734,Bartonella rochalimae ATCC BAA-1498,ATCC BAA-1498,685782,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000385435.1_m07aNrPeIrM01_protein,GCF_000385435.1,,,1735,Bartonella schoenbuchensis m07a,m07a,1094496,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Bartonellaceae,Bartonella,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000245015.1_ASM24501v1_protein,GCF_000245015.1,Classical nitrogen-fixing genomes,Yes,1737,Beggiatoa alba B18LD,B18LD,395493,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Beggiatoa,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_000633935.1_ASM63393v1_protein,GCF_000633935.1,Classical nitrogen-fixing genomes,Yes,1739,Ectothiorhodospira haloalkaliphila ATCC 51935,ATCC 51935,765873,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Ectothiorhodospira,1,Pseudomonadota,6025,Gammaproteobacteria,2715,HDK
GCF_000369885.1_Acin_ursi_NIPH_706_V1_protein,GCF_000369885.1,,,1742,Acinetobacter ursingii NIPH 706,NIPH 706,1217716,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000439895.1_atcc_33301_v1_protein,GCF_000439895.1,,,1750,Tatumella ptyseos ATCC 33301,ATCC 33301,1005995,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Tatumella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000734965.1_ASM73496v1_protein,GCF_000734965.1,,,1751,Trabulsiella guamensis ATCC 49490,ATCC 49490,1005994,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Trabulsiella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_022637595.1_ASM2263759v1_protein,GCF_022637595.1,,,1752,Raoultella planticola,A2-F21,575,Klebsiella/Raoultella group,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Raoultella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000735425.1_GLGR_DRAFTv1_protein,GCF_000735425.1,,,1753,Leminorella grimontii ATCC 33999 = DSM 5078,ATCC 33999,1005999,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Budviciaceae,Leminorella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_013234275.1_ASM1323427v1_protein,GCF_013234275.1,,,1754,Buttiauxella agrestis,DSM 9389,82977,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_900452265.1_54949_C01_protein,GCF_900452265.1,,,1756,Kluyvera ascorbata,NCTC9737,51288,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kluyvera,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_001583435.1_ASM158343v1_protein,GCF_001583435.1,,,1759,Endozoicomonas montiporae CL-33,CL-33,570277,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000731315.1_RG540_Ch_pA_protein,GCF_000731315.1,Classical nitrogen-fixing genomes,Yes,1761,Neorhizobium galegae bv. orientalis str. HAMBI 540,HAMBI 540,1028800,Neorhizobium galegae bv. orientalis,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Neorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_003851555.1_ASM385155v1_protein,GCF_003851555.1,,,1779,Pseudomonas synxantha,R6-28-08,47883,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_021365465.1_ASM2136546v1_protein,GCF_021365465.1,,,1784,Erwinia tracheiphila,BHKY,65700,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000233915.3_ASM23391v4_protein,GCF_000233915.3,,,1785,Pseudoxanthomonas spadix BD-a59,BD-a59,1045855,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000236035.1_KUC0.1_protein,GCF_000236035.1,,,1803,Halomonas boliviensis LC1,LC1,1072583,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_003176875.1_ASM317687v1_protein,GCF_003176875.1,,,1805,Legionella anisa,UMCG_3A,28082,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_001483945.1_ASM148394v1_protein,GCF_001483945.1,Classical nitrogen-fixing genomes,Yes,1815,Herbaspirillum rubrisubalbicans M1,M1,1078773,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Herbaspirillum,1,Pseudomonadota,6025,Betaproteobacteria,955,HDK
GCF_000427445.1_ASM42744v1_protein,GCF_000427445.1,Classical nitrogen-fixing genomes,Yes,1818,Methylocapsa acidiphila B2,B2,395964,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Beijerinckiaceae,Methylocapsa,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_013004005.1_ASM1300400v1_protein,GCF_013004005.1,,,1821,Pelagibacterium halotolerans,ANSP101,531813,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Pelagibacterium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_001686985.1_ASM168698v1_protein,GCF_001686985.1,Classical nitrogen-fixing genomes,Yes,1822,Mesorhizobium amorphae CCNWGS0123,CCNWGS0123,1082933,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Mesorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_001275365.1_ASM127536v1_protein,GCF_001275365.1,,,1824,Francisella persica ATCC VR-331,FSC845,1086726,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_016605205.1_ASM1660520v1_protein,GCF_016605205.1,,,1832,Francisella noatunensis,FSC1145,657445,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000231445.1_ASM23144v1_protein,GCF_000231445.1,,,1833,Commensalibacter intestini A911,A911,1088868,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Commensalibacter,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000234355.1_ASM23435v1_protein,GCF_000234355.1,,,1834,Gluconobacter morbifer G707,G707,1088869,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconobacter,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000195555.1_ASM19555v1_protein,GCF_000195555.1,,,1835,Francisella hispaniensis,3523,622488,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Francisellaceae,Francisella,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_009708955.1_ASM970895v1_protein,GCF_009708955.1,,,1836,Piscirickettsia salmonis,Psal-070,1238,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsia,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000379445.1_ASM37944v1_protein,GCF_000379445.1,,,1837,Fangia hongkongensis FSC776 = DSM 21703,DSM 21703,1089439,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Thiotrichales,Fastidiosibacteraceae,Fangia,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000710775.1_ASM71077v1_protein,GCF_000710775.1,,,1838,Endozoicomonas elysicola,DSM 22380,305900,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Endozoicomonadaceae,Endozoicomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000968535.2_ASM96853v1_protein,GCF_000968535.2,,,1839,Methylotuvimicrobium alcaliphilum 20Z,20Z,1091494,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000277895.2_ASM27789v2_protein,GCF_000277895.2,,,1841,Xanthomonas campestris pv. musacearum NCPPB 4379,NCPPB 4379,1094184,Xanthomonas vasicola pv. musacearum,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000236145.1_ASM23614v1_protein,GCF_000236145.1,,,1845,Fluoribacter dumoffii Tex-KL,Tex-KL,1094714,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Fluoribacter,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000236785.1_ASM23678v2_protein,GCF_000236785.1,,,1851,Achromobacter arsenitoxydans SY8,SY8,477184,cellular organisms,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,1,Pseudomonadota,6025,Betaproteobacteria,955,
GCF_905367715.1_Xanthomonas_sp._CPBF_1494_hybrid_assembly_2_protein,GCF_905367715.1,,,1852,Xanthomonas arboricola pv. juglandis,Xanthomonas arboricola pv. juglandis CPBF 1494 isolated from C. illinoinensis,195709,cellular organisms,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Xanthomonas,1,Pseudomonadota,6025,Gammaproteobacteria,2715,
GCF_000511355.1_ASM51135v1_protein,GCF_000511355.1,,,1853,Leisingera methylohalidivorans DSM 14336,DSM 14336; MB2,999552,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Leisingera,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000427465.1_ASM42746v1_protein,GCF_000427465.1,Classical nitrogen-fixing genomes,Yes,1856,Sinorhizobium arboris LMG 14919,LMG 14919,935557,Sinorhizobium/Ensifer group,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Sinorhizobium,1,Pseudomonadota,6025,Alphaproteobacteria,2331,HDK
GCF_000284155.1_ASM28415v1_protein,GCF_000284155.1,,,1858,Rickettsia australis str. Cutlack,Cutlack,1105110,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
GCF_000284075.1_ASM28407v1_protein,GCF_000284075.1,,,1859,Rickettsia rhipicephali str. 3-7-female6-CWPP,3-7-female6-CWPP,1105113,cellular organisms,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,1,Pseudomonadota,6025,Alphaproteobacteria,2331,
